StudentID,DisciplineCode,Term,AttemptNumber,DisciplineCredits,HistoricalFailureRate,FinalResult
10253,0,3,1,4,0.18,1
10254,0,4,1,4,0.18,1
10255,0,5,1,4,0.18,1
10256,0,3,1,4,0.18,0
10256,0,3,2,4,0.18,0
10256,0,3,3,4,0.18,1
10257,0,4,1,4,0.18,0
10257,0,4,2,4,0.18,1
10258,0,8,1,4,0.18,1
10259,0,2,1,4,0.18,1
10260,0,7,1,4,0.18,1
10261,0,3,1,4,0.18,1
10262,0,2,1,4,0.18,1
10263,0,3,1,4,0.18,0
10263,0,3,2,4,0.18,1
10264,0,1,1,4,0.18,1
10265,0,7,1,4,0.18,1
10266,0,4,1,4,0.18,0
10266,0,4,2,4,0.18,0
10266,0,4,3,4,0.18,1
10267,0,2,1,4,0.18,1
10268,0,7,1,4,0.18,0
10268,0,7,2,4,0.18,0
10268,0,7,3,4,0.18,0
10269,0,2,1,4,0.18,1
10270,0,3,1,4,0.18,1
10271,0,3,1,4,0.18,1
10272,0,5,1,4,0.18,0
10272,0,5,2,4,0.18,1
10273,0,2,1,4,0.18,1
10274,0,5,1,4,0.18,1
10275,0,7,1,4,0.18,1
10276,0,5,1,4,0.18,1
10277,0,2,1,4,0.18,1
10278,0,6,1,4,0.18,1
10279,0,7,1,4,0.18,1
10280,0,2,1,4,0.18,1
10281,0,2,1,4,0.18,0
10281,0,2,2,4,0.18,0
10281,0,2,3,4,0.18,1
10282,0,3,1,4,0.18,1
10283,0,7,1,4,0.18,0
10283,0,7,2,4,0.18,0
10283,0,7,3,4,0.18,0
10284,0,3,1,4,0.18,1
10285,0,5,1,4,0.18,1
10286,0,4,1,4,0.18,1
10287,0,7,1,4,0.18,1
10288,0,6,1,4,0.18,1
10289,0,8,1,4,0.18,0
10289,0,8,2,4,0.18,0
10289,0,8,3,4,0.18,0
10290,0,1,1,4,0.18,1
10291,0,2,1,4,0.18,1
10292,0,7,1,4,0.18,0
10292,0,7,2,4,0.18,0
10292,0,7,3,4,0.18,0
10293,0,7,1,4,0.18,0
10293,0,7,2,4,0.18,0
10293,0,7,3,4,0.18,1
10294,0,6,1,4,0.18,0
10294,0,6,2,4,0.18,0
10294,0,6,3,4,0.18,0
10295,0,3,1,4,0.18,1
10296,0,4,1,4,0.18,1
10297,0,3,1,4,0.18,1
10298,0,4,1,4,0.18,0
10298,0,4,2,4,0.18,1
10299,0,4,1,4,0.18,1
10300,0,2,1,4,0.18,1
10301,1,6,1,4,0.12,1
10302,1,6,1,4,0.12,0
10302,1,6,2,4,0.12,0
10302,1,6,3,4,0.12,0
10303,1,4,1,4,0.12,1
10304,1,3,1,4,0.12,1
10305,1,6,1,4,0.12,1
10306,1,8,1,4,0.12,1
10307,1,2,1,4,0.12,1
10308,1,3,1,4,0.12,0
10308,1,3,2,4,0.12,0
10308,1,3,3,4,0.12,0
10309,1,8,1,4,0.12,1
10310,1,8,1,4,0.12,1
10311,1,5,1,4,0.12,1
10312,1,2,1,4,0.12,1
10313,1,5,1,4,0.12,1
10314,1,1,1,4,0.12,1
10315,1,4,1,4,0.12,1
10316,1,2,1,4,0.12,1
10317,1,8,1,4,0.12,1
10318,1,5,1,4,0.12,1
10319,1,3,1,4,0.12,1
10320,1,8,1,4,0.12,1
10321,1,3,1,4,0.12,1
10322,1,2,1,4,0.12,1
10323,1,3,1,4,0.12,1
10324,1,1,1,4,0.12,1
10325,1,1,1,4,0.12,0
10325,1,1,2,4,0.12,0
10325,1,1,3,4,0.12,0
10326,1,1,1,4,0.12,1
10327,1,7,1,4,0.12,1
10328,1,7,1,4,0.12,1
10329,1,8,1,4,0.12,1
10330,1,8,1,4,0.12,1
10331,1,2,1,4,0.12,1
10332,1,6,1,4,0.12,1
10333,1,7,1,4,0.12,1
10334,1,6,1,4,0.12,1
10335,1,1,1,4,0.12,1
10336,1,2,1,4,0.12,1
10337,1,8,1,4,0.12,1
10338,1,3,1,4,0.12,1
10339,1,1,1,4,0.12,1
10340,1,6,1,4,0.12,1
10341,1,3,1,4,0.12,0
10341,1,3,2,4,0.12,0
10341,1,3,3,4,0.12,0
10342,1,1,1,4,0.12,1
10343,1,7,1,4,0.12,1
10344,1,4,1,4,0.12,1
10345,1,8,1,4,0.12,1
10346,1,8,1,4,0.12,1
10347,1,1,1,4,0.12,1
10348,1,4,1,4,0.12,1
10349,1,5,1,4,0.12,1
10350,1,6,1,4,0.12,1
10351,1,6,1,4,0.12,1
10352,1,1,1,4,0.12,1
10353,1,3,1,4,0.12,1
10354,1,1,1,4,0.12,1
10355,1,7,1,4,0.12,1
10356,1,6,1,4,0.12,1
10357,1,6,1,4,0.12,1
10358,1,5,1,4,0.12,1
10359,1,7,1,4,0.12,1
10360,1,5,1,4,0.12,1
10361,1,1,1,4,0.12,1
10362,1,1,1,4,0.12,0
10362,1,1,2,4,0.12,0
10362,1,1,3,4,0.12,0
10363,1,2,1,4,0.12,1
10364,1,6,1,4,0.12,1
10365,1,4,1,4,0.12,1
10366,1,8,1,4,0.12,1
10367,1,3,1,4,0.12,1
10368,1,4,1,4,0.12,1
10369,1,3,1,4,0.12,0
10369,1,3,2,4,0.12,0
10369,1,3,3,4,0.12,1
10370,1,4,1,4,0.12,0
10370,1,4,2,4,0.12,0
10370,1,4,3,4,0.12,0
10371,1,7,1,4,0.12,1
10372,1,6,1,4,0.12,1
10373,1,7,1,4,0.12,1
10374,1,1,1,4,0.12,1
10375,1,4,1,4,0.12,1
10376,1,7,1,4,0.12,1
10377,1,4,1,4,0.12,1
10378,1,7,1,4,0.12,1
10379,1,6,1,4,0.12,1
10380,1,4,1,4,0.12,1
10381,1,6,1,4,0.12,1
10382,1,3,1,4,0.12,1
10383,1,1,1,4,0.12,1
10384,1,4,1,4,0.12,1
10385,1,4,1,4,0.12,1
10386,1,1,1,4,0.12,1
10387,1,8,1,4,0.12,1
10388,1,4,1,4,0.12,1
10389,1,3,1,4,0.12,1
10390,1,7,1,4,0.12,1
10391,1,8,1,4,0.12,0
10391,1,8,2,4,0.12,0
10391,1,8,3,4,0.12,1
10392,1,2,1,4,0.12,0
10392,1,2,2,4,0.12,0
10392,1,2,3,4,0.12,1
10393,1,1,1,4,0.12,1
10394,1,8,1,4,0.12,0
10394,1,8,2,4,0.12,1
10395,1,4,1,4,0.12,1
10396,1,6,1,4,0.12,1
10397,1,4,1,4,0.12,1
10398,1,1,1,4,0.12,1
10399,1,6,1,4,0.12,1
10400,1,2,1,4,0.12,1
10401,1,7,1,4,0.12,1
10402,1,6,1,4,0.12,1
10403,1,7,1,4,0.12,1
10404,1,7,1,4,0.12,1
10405,1,2,1,4,0.12,1
10406,1,2,1,4,0.12,1
10407,1,7,1,4,0.12,1
10408,1,6,1,4,0.12,1
10409,1,2,1,4,0.12,1
10410,1,4,1,4,0.12,1
10411,1,2,1,4,0.12,1
10412,1,8,1,4,0.12,1
10413,1,6,1,4,0.12,1
10414,1,4,1,4,0.12,1
10415,1,3,1,4,0.12,1
10416,1,8,1,4,0.12,1
10417,1,4,1,4,0.12,0
10417,1,4,2,4,0.12,1
10418,1,6,1,4,0.12,1
10419,1,5,1,4,0.12,1
10420,1,8,1,4,0.12,1
10421,1,7,1,4,0.12,0
10421,1,7,2,4,0.12,0
10421,1,7,3,4,0.12,0
10422,1,1,1,4,0.12,1
10423,1,6,1,4,0.12,1
10424,1,8,1,4,0.12,1
10425,1,4,1,4,0.12,1
10426,1,1,1,4,0.12,1
10427,1,4,1,4,0.12,1
10428,1,4,1,4,0.12,0
10428,1,4,2,4,0.12,1
10429,1,3,1,4,0.12,1
10430,1,5,1,4,0.12,1
10431,1,1,1,4,0.12,1
10432,1,4,1,4,0.12,1
10433,1,2,1,4,0.12,1
10434,1,6,1,4,0.12,1
10435,1,3,1,4,0.12,1
10436,1,5,1,4,0.12,0
10436,1,5,2,4,0.12,0
10436,1,5,3,4,0.12,0
10437,1,6,1,4,0.12,1
10438,1,4,1,4,0.12,1
10439,1,5,1,4,0.12,1
10440,1,5,1,4,0.12,1
10441,1,3,1,4,0.12,1
10442,1,3,1,4,0.12,1
10443,1,6,1,4,0.12,1
10444,1,2,1,4,0.12,1
10445,1,6,1,4,0.12,1
10446,1,6,1,4,0.12,1
10447,1,2,1,4,0.12,0
10447,1,2,2,4,0.12,0
10447,1,2,3,4,0.12,1
10448,1,2,1,4,0.12,1
10449,1,1,1,4,0.12,1
10450,1,3,1,4,0.12,1
10451,1,2,1,4,0.12,1
10452,1,4,1,4,0.12,1
10453,1,2,1,4,0.12,1
10454,1,4,1,4,0.12,1
10455,1,1,1,4,0.12,1
10456,1,8,1,4,0.12,1
10457,1,5,1,4,0.12,1
10458,1,3,1,4,0.12,1
10459,1,4,1,4,0.12,1
10460,1,4,1,4,0.12,1
10461,1,6,1,4,0.12,1
10462,1,1,1,4,0.12,0
10462,1,1,2,4,0.12,1
10463,1,7,1,4,0.12,1
10464,1,1,1,4,0.12,1
10465,1,4,1,4,0.12,0
10465,1,4,2,4,0.12,0
10465,1,4,3,4,0.12,1
10466,1,4,1,4,0.12,1
10467,1,5,1,4,0.12,0
10467,1,5,2,4,0.12,0
10467,1,5,3,4,0.12,0
10468,1,7,1,4,0.12,1
10469,1,7,1,4,0.12,1
10470,1,5,1,4,0.12,1
10471,1,1,1,4,0.12,1
10472,1,5,1,4,0.12,1
10473,1,8,1,4,0.12,1
10474,1,1,1,4,0.12,1
10475,1,8,1,4,0.12,1
10476,1,5,1,4,0.12,0
10476,1,5,2,4,0.12,0
10476,1,5,3,4,0.12,0
10477,1,8,1,4,0.12,0
10477,1,8,2,4,0.12,0
10477,1,8,3,4,0.12,1
10478,1,4,1,4,0.12,1
10479,1,8,1,4,0.12,1
10480,1,3,1,4,0.12,1
10481,1,1,1,4,0.12,1
10482,1,3,1,4,0.12,1
10483,1,8,1,4,0.12,1
10484,1,3,1,4,0.12,1
10485,1,6,1,4,0.12,1
10486,1,3,1,4,0.12,1
10487,1,2,1,4,0.12,1
10488,1,8,1,4,0.12,1
10489,1,2,1,4,0.12,1
10490,1,6,1,4,0.12,1
10491,1,6,1,4,0.12,1
10492,1,3,1,4,0.12,1
10493,1,1,1,4,0.12,1
10494,1,5,1,4,0.12,1
10495,1,8,1,4,0.12,1
10496,1,1,1,4,0.12,1
10497,1,2,1,4,0.12,1
10498,1,2,1,4,0.12,1
10499,1,7,1,4,0.12,1
10500,1,2,1,4,0.12,1
10501,1,7,1,4,0.12,1
10502,1,6,1,4,0.12,1
10503,1,4,1,4,0.12,0
10503,1,4,2,4,0.12,0
10503,1,4,3,4,0.12,0
10504,1,4,1,4,0.12,0
10504,1,4,2,4,0.12,0
10504,1,4,3,4,0.12,1
10505,1,3,1,4,0.12,1
10506,1,1,1,4,0.12,1
10507,1,6,1,4,0.12,1
10508,1,7,1,4,0.12,0
10508,1,7,2,4,0.12,0
10508,1,7,3,4,0.12,1
10509,1,2,1,4,0.12,1
10510,1,1,1,4,0.12,1
10511,1,8,1,4,0.12,1
10512,1,1,1,4,0.12,1
10513,1,5,1,4,0.12,1
10514,1,8,1,4,0.12,1
10515,1,5,1,4,0.12,0
10515,1,5,2,4,0.12,0
10515,1,5,3,4,0.12,0
10516,1,6,1,4,0.12,1
10517,1,7,1,4,0.12,1
10518,1,3,1,4,0.12,1
10519,1,1,1,4,0.12,0
10519,1,1,2,4,0.12,0
10519,1,1,3,4,0.12,0
10520,1,1,1,4,0.12,1
10521,1,1,1,4,0.12,1
10522,1,7,1,4,0.12,1
10523,1,2,1,4,0.12,1
10524,1,4,1,4,0.12,1
10525,1,6,1,4,0.12,1
10526,1,4,1,4,0.12,1
10527,1,8,1,4,0.12,0
10527,1,8,2,4,0.12,0
10527,1,8,3,4,0.12,1
10528,1,2,1,4,0.12,1
10529,1,5,1,4,0.12,0
10529,1,5,2,4,0.12,1
10530,1,4,1,4,0.12,1
10531,1,2,1,4,0.12,1
10532,1,6,1,4,0.12,1
10533,1,3,1,4,0.12,1
10534,1,8,1,4,0.12,1
10535,1,1,1,4,0.12,1
10536,1,8,1,4,0.12,0
10536,1,8,2,4,0.12,0
10536,1,8,3,4,0.12,1
10537,1,7,1,4,0.12,1
10538,1,5,1,4,0.12,1
10539,1,2,1,4,0.12,1
10540,1,6,1,4,0.12,1
10541,1,1,1,4,0.12,1
10542,1,1,1,4,0.12,1
10543,1,8,1,4,0.12,0
10543,1,8,2,4,0.12,0
10543,1,8,3,4,0.12,0
10544,1,1,1,4,0.12,1
10545,1,7,1,4,0.12,1
10546,1,3,1,4,0.12,1
10547,1,7,1,4,0.12,1
10548,1,4,1,4,0.12,1
10549,1,8,1,4,0.12,0
10549,1,8,2,4,0.12,0
10549,1,8,3,4,0.12,0
10550,1,3,1,4,0.12,1
10551,1,5,1,4,0.12,1
10552,1,2,1,4,0.12,1
10553,1,3,1,4,0.12,1
10554,1,6,1,4,0.12,1
10555,1,8,1,4,0.12,1
10556,1,8,1,4,0.12,1
10557,1,6,1,4,0.12,0
10557,1,6,2,4,0.12,0
10557,1,6,3,4,0.12,1
10558,1,2,1,4,0.12,1
10559,1,5,1,4,0.12,1
10560,1,6,1,4,0.12,1
10561,1,8,1,4,0.12,1
10562,1,8,1,4,0.12,1
10563,1,4,1,4,0.12,1
10564,1,8,1,4,0.12,1
10565,1,6,1,4,0.12,1
10566,1,4,1,4,0.12,1
10567,1,1,1,4,0.12,1
10568,1,6,1,4,0.12,1
10569,1,7,1,4,0.12,1
10570,1,3,1,4,0.12,1
10571,1,2,1,4,0.12,1
10572,1,8,1,4,0.12,1
10573,1,7,1,4,0.12,1
10574,1,5,1,4,0.12,1
10575,1,6,1,4,0.12,1
10576,1,4,1,4,0.12,1
10577,1,1,1,4,0.12,1
10578,1,1,1,4,0.12,1
10579,1,6,1,4,0.12,1
10580,1,8,1,4,0.12,1
10581,1,8,1,4,0.12,1
10582,1,5,1,4,0.12,1
10583,1,4,1,4,0.12,1
10584,1,1,1,4,0.12,1
10585,1,5,1,4,0.12,1
10586,1,1,1,4,0.12,1
10587,1,4,1,4,0.12,1
10588,1,6,1,4,0.12,1
10589,1,4,1,4,0.12,1
10590,1,6,1,4,0.12,1
10591,1,6,1,4,0.12,1
10592,1,7,1,4,0.12,1
10593,1,8,1,4,0.12,1
10594,1,5,1,4,0.12,1
10595,1,5,1,4,0.12,1
10596,1,7,1,4,0.12,1
10597,1,7,1,4,0.12,1
10598,1,4,1,4,0.12,1
10599,1,1,1,4,0.12,1
10600,1,7,1,4,0.12,1
10601,2,6,1,5,0.07,1
10602,2,7,1,5,0.07,1
10603,2,7,1,5,0.07,1
10604,2,7,1,5,0.07,1
10605,2,3,1,5,0.07,1
10606,2,6,1,5,0.07,1
10607,2,7,1,5,0.07,1
10608,2,8,1,5,0.07,1
10609,2,1,1,5,0.07,1
10610,2,8,1,5,0.07,1
10611,2,1,1,5,0.07,1
10612,2,3,1,5,0.07,1
10613,2,6,1,5,0.07,1
10614,2,2,1,5,0.07,1
10615,2,4,1,5,0.07,1
10616,2,3,1,5,0.07,1
10617,2,5,1,5,0.07,1
10618,2,7,1,5,0.07,1
10619,2,1,1,5,0.07,1
10620,2,8,1,5,0.07,1
10621,2,2,1,5,0.07,1
10622,2,8,1,5,0.07,1
10623,2,5,1,5,0.07,1
10624,2,1,1,5,0.07,1
10625,2,4,1,5,0.07,1
10626,2,1,1,5,0.07,1
10627,2,2,1,5,0.07,1
10628,2,2,1,5,0.07,1
10629,2,7,1,5,0.07,0
10629,2,7,2,5,0.07,0
10629,2,7,3,5,0.07,0
10630,2,4,1,5,0.07,1
10631,2,7,1,5,0.07,1
10632,2,5,1,5,0.07,0
10632,2,5,2,5,0.07,0
10632,2,5,3,5,0.07,0
10633,2,8,1,5,0.07,1
10634,2,2,1,5,0.07,1
10635,2,7,1,5,0.07,1
10636,2,8,1,5,0.07,1
10637,2,7,1,5,0.07,1
10638,2,8,1,5,0.07,0
10638,2,8,2,5,0.07,0
10638,2,8,3,5,0.07,0
10639,2,7,1,5,0.07,1
10640,2,3,1,5,0.07,1
10641,2,2,1,5,0.07,1
10642,2,4,1,5,0.07,1
10643,2,4,1,5,0.07,1
